Id,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,TotalBsmtSF,HeatingQC,FullBath,HalfBath,BedroomAbvGr,GrLivArea,Fireplaces,GarageType,GarageCars,GarageArea,PoolArea,SalePrice
465,20,RL,7660,Reg,CollgCr,TwnhsE,1Story,4,4,1940,1955,Gable,Wd Sdng,200.0,627.0,Ex,0,1,3,1140,1,Detchd,2,557.0,0,199152
466,20,RH,7255,IR1,OldTown,1Fam,1Story,3,4,1950,1959,Gable,Wd Sdng,300.0,675.0,Ex,0,0,3,2325,2,Attchd,1,163.0,0,223559
467,160,C (all),11015,Reg,SawyerW,1Fam,1Story,1,8,1946,1956,Hip,VinylSd,0.0,875.0,Ex,2,1,2,1410,1,Attchd,3,476.0,0,177498
468,20,RL,11834,Reg,NAmes,1Fam,2Story,10,4,1981,2006,Gable,HdBoard,0.0,457.0,TA,3,1,1,1272,0,Attchd,3,692.0,0,255362
469,30,RH,6215,Reg,NWAmes,1Fam,1.5Fin,4,3,1957,1985,Gable,VinylSd,0.0,631.0,Ex,3,1,3,1611,1,Detchd,2,531.0,0,211973
470,60,RL,6075,IR1,CollgCr,1Fam,1Story,9,3,1974,1978,Gable,Wd Sdng,0.0,0.0,Ex,0,0,3,1601,0,Attchd,0,0.0,0,244097
471,120,RL,7061,IR1,OldTown,1Fam,1Story,10,5,1956,1966,Gable,VinylSd,0.0,1053.0,Gd,0,0,4,1553,1,Detchd,3,708.0,0,302051
472,85,RL,2563,Reg,Somerst,1Fam,1Story,6,6,1922,1950,Gable,Wd Sdng,100.0,887.0,TA,2,0,0,2649,0,Attchd,0,0.0,0,277604
473,90,FV,3798,Reg,SawyerW,1Fam,1Story,6,7,1947,1959,Gable,VinylSd,0.0,746.0,TA,2,0,3,3306,1,Attchd,1,137.0,0,327072
474,50,FV,16049,Reg,Edwards,1Fam,2Story,1,5,1921,1935,Gable,HdBoard,300.0,586.0,TA,3,1,5,1199,1,Detchd,2,503.0,0,139388
475,90,RL,18443,IR1,Somerst,1Fam,1Story,10,7,1916,1921,Gable,BrkFace,0.0,750.0,Ex,1,1,1,1470,0,Detchd,0,0.0,0,260854
476,30,RL,7154,IR1,Gilbert,1Fam,1Story,2,4,1968,1983,Hip,HdBoard,0.0,716.0,Ex,0,0,5,1887,1,BuiltIn,0,0.0,0,197629
477,75,RL,10810,Reg,Somerst,1Fam,1Story,6,5,2007,2010,Gable,VinylSd,0.0,1726.0,Fa,1,0,2,1609,1,Attchd,3,810.0,0,289489
478,80,RL,9467,Reg,SawyerW,Twnhs,2Story,2,6,1910,1920,Gable,VinylSd,200.0,1337.0,Fa,1,0,4,2038,0,Attchd,0,0.0,0,191701
479,70,RL,37776,IR1,NAmes,1Fam,2Story,3,9,1993,2010,Gambrel,BrkFace,0.0,681.0,Gd,2,0,1,2379,0,Detchd,0,0.0,0,230133
480,120,RL,14182,IR1,Gilbert,TwnhsE,2Story,4,6,1914,1915,Hip,MetalSd,300.0,959.0,Gd,0,0,4,2263,2,Attchd,1,201.0,0,244703
481,160,RL,7601,Reg,NWAmes,1Fam,1Story,5,1,1990,2010,Gable,BrkFace,0.0,1309.0,Fa,0,1,0,2170,0,Attchd,2,362.0,0,268428
482,190,RL,5025,Reg,OldTown,1Fam,1.5Fin,9,7,1934,1961,Gable,MetalSd,400.0,681.0,Ex,2,0,3,2974,1,Attchd,3,655.0,0,355582
483,180,RL,3629,IR1,CollgCr,1Fam,2Story,4,3,1932,1961,Gable,BrkFace,0.0,509.0,Ex,1,1,1,1122,1,Attchd,3,728.0,0,198002
484,190,RM,8970,Reg,Gilbert,1Fam,1Story,9,6,1983,1984,Gable,BrkFace,0.0,437.0,Gd,2,0,2,2818,2,Attchd,0,0.0,0,338198
485,180,RL,5551,Reg,OldTown,TwnhsE,1Story,10,2,1915,1926,Gable,HdBoard,100.0,1493.0,Fa,3,0,0,1597,1,None,1,132.0,0,285812
486,120,RH,3979,Reg,Edwards,1Fam,1Story,3,7,1933,1948,Gable,VinylSd,200.0,831.0,Gd,0,0,0,2288,1,Detchd,0,0.0,0,216004
487,80,RL,5864,Reg,Gilbert,1Fam,2Story,8,1,1965,1983,Gable,MetalSd,0.0,1008.0,TA,3,1,4,1327,2,CarPort,0,0.0,0,233393
488,45,RL,4718,IR1,Gilbert,1Fam,2Story,1,2,1998,1999,Gable,BrkFace,300.0,713.0,Ex,2,0,0,1376,1,None,3,614.0,0,167524
489,150,RL,18836,IR2,CollgCr,1Fam,2Story,9,9,1939,1955,Gable,BrkFace,0.0,540.0,Ex,0,1,1,2205,1,Attchd,0,0.0,0,268861
490,70,RL,12592,Reg,OldTown,1Fam,SFoyer,9,9,1927,1940,Gable,VinylSd,100.0,582.0,Ex,3,0,4,1013,0,Attchd,0,0.0,0,197094
491,50,RL,8070,Reg,NWAmes,TwnhsE,1Story,10,7,1946,1969,Gable,MetalSd,0.0,525.0,Fa,3,1,0,2432,0,Attchd,1,107.0,0,327041
492,190,FV,16983,Reg,CollgCr,1Fam,2Story,2,2,1938,1965,Gable,BrkFace,0.0,1261.0,Ex,1,1,2,2638,1,BuiltIn,3,712.0,0,284269
493,50,RL,8422,Reg,OldTown,Twnhs,2Story,4,5,1969,1984,Hip,Wd Sdng,0.0,1631.0,Ex,0,0,5,1907,1,Attchd,2,325.0,0,243460
494,40,RL,5267,IR1,NWAmes,1Fam,2Story,8,4,1972,1976,Gable,BrkFace,300.0,911.0,Fa,3,1,1,1886,0,Attchd,1,239.0,0,277410
495,190,RL,17353,IR1,Edwards,1Fam,2Story,7,2,1919,1928,Gable,BrkFace,500.0,0.0,Ex,3,0,2,1407,0,Attchd,1,225.0,0,192070
496,80,FV,10608,Reg,NAmes,1Fam,1Story,1,2,1900,1916,Gable,BrkFace,0.0,1095.0,TA,1,1,2,2213,1,Attchd,1,245.0,0,199429
497,150,RL,4824,IR2,CollgCr,1Fam,1Story,5,8,1971,1983,Gable,VinylSd,300.0,1489.0,Gd,3,0,4,2006,0,Attchd,3,600.0,0,261625
498,85,C (all),7367,Reg,OldTown,1Fam,1Story,7,5,1986,2001,Gable,VinylSd,0.0,1324.0,Ex,3,0,3,1371,0,Attchd,0,0.0,0,268931
499,50,RL,5230,Reg,NWAmes,1Fam,1Story,4,8,1962,1970,Gable,VinylSd,100.0,887.0,Gd,3,1,4,1607,0,BuiltIn,2,403.0,0,238247
500,60,RL,4058,Reg,NWAmes,1Fam,1Story,1,2,1966,1989,Gable,BrkFace,0.0,817.0,Po,1,1,1,1723,1,Attchd,3,708.0,0,195920
501,40,RL,12875,Reg,Gilbert,1Fam,2Story,9,2,1903,1906,Gable,MetalSd,0.0,884.0,Ex,3,0,1,1607,1,None,0,0.0,0,235440
502,85,RM,21051,Reg,Gilbert,1Fam,1Story,5,3,1957,1980,Hip,VinylSd,0.0,1465.0,TA,3,1,4,1201,0,Attchd,1,173.0,0,217582
503,70,RL,4026,Reg,OldTown,1Fam,1Story,2,8,1924,1952,Gable,VinylSd,0.0,1217.0,Ex,0,0,3,2229,0,None,3,783.0,0,214394
504,80,RL,10737,Reg,Somerst,1Fam,2Story,8,8,1946,1973,Gable,MetalSd,0.0,769.0,Ex,0,0,4,1680,1,Attchd,0,0.0,0,259114
505,80,RL,5852,Reg,Edwards,1Fam,1Story,2,3,1937,1965,Gable,BrkFace,200.0,761.0,Ex,1,1,1,1816,1,Detchd,2,468.0,0,199606
506,160,RL,6351,Reg,SawyerW,1Fam,1.5Fin,3,1,1914,1939,Gable,HdBoard,0.0,0.0,TA,2,0,3,1520,1,Attchd,2,399.0,0,143248
507,180,RL,6025,Reg,SawyerW,1Fam,2Story,10,7,1962,1977,Gable,HdBoard,400.0,586.0,Ex,0,0,1,2085,0,Detchd,0,0.0,0,282648
508,150,RL,5260,IR1,NWAmes,1Fam,1.5Fin,1,4,1920,1942,Gable,VinylSd,200.0,1541.0,Ex,1,1,3,1919,0,BuiltIn,3,767.0,0,199913
509,85,C (all),8302,IR1,NWAmes,1Fam,2Story,2,3,1998,2010,Gable,BrkFace,0.0,655.0,TA,3,0,3,2601,1,Attchd,1,170.0,0,247056
510,160,RM,5348,Reg,NAmes,1Fam,1Story,7,5,1956,1966,Gable,VinylSd,0.0,1092.0,Ex,3,1,4,2088,0,Attchd,0,0.0,0,260802
511,85,RL,9276,Reg,Sawyer,1Fam,1Story,10,6,1952,1958,Gable,Wd Sdng,100.0,689.0,Ex,1,0,4,1701,1,Attchd,1,227.0,0,260250
512,50,RH,7902,IR1,NWAmes,1Fam,1Story,2,1,1945,1961,Gable,VinylSd,400.0,741.0,Ex,3,0,4,1448,0,Attchd,2,632.0,0,172932
513,70,FV,7190,Reg,Somerst,1Fam,2Story,6,9,1913,1934,Gable,VinylSd,500.0,857.0,Gd,3,0,3,2344,0,Attchd,0,0.0,0,251865
514,150,RL,5147,IR1,Edwards,1Fam,1Story,3,6,1999,2010,Gable,VinylSd,200.0,1116.0,Gd,2,1,3,1661,0,Detchd,2,603.0,0,237278
515,120,RL,6073,Reg,SawyerW,1Fam,SFoyer,4,3,1975,1978,Hip,Wd Sdng,0.0,809.0,TA,3,1,1,1717,1,Attchd,1,300.0,0,216714
516,120,FV,11821,Reg,Edwards,1Fam,2Story,8,1,1916,1929,Gable,Wd Sdng,200.0,569.0,Ex,0,0,2,1717,0,Detchd,1,216.0,0,241966
517,150,RL,10409,Reg,CollgCr,1Fam,1.5Fin,3,9,1938,1947,Gable,VinylSd,0.0,904.0,Ex,3,0,4,1602,0,BuiltIn,0,0.0,0,179105
518,40,RL,4970,IR3,NWAmes,1Fam,1Story,10,2,1908,1917,Gable,VinylSd,0.0,660.0,TA,1,1,5,1726,0,Detchd,0,0.0,0,250040
519,60,RL,8515,IR1,Somerst,1Fam,2.5Unf,6,6,1998,2007,Gable,BrkFace,100.0,1664.0,Ex,2,0,1,3222,0,Attchd,0,0.0,0,344168
520,120,RL,11798,IR1,OldTown,1Fam,2Story,1,6,1976,2002,Gable,VinylSd,300.0,809.0,TA,3,1,1,1320,0,Attchd,2,327.0,0,143826
521,75,C (all),3516,Reg,Gilbert,1Fam,1Story,7,3,1978,1989,Hip,VinylSd,400.0,687.0,Ex,1,0,0,1416,0,Attchd,1,216.0,0,228109
522,150,RL,10632,IR1,NWAmes,1Fam,2Story,8,6,1981,1982,Gable,MetalSd,0.0,1978.0,Ex,0,1,4,2738,0,Attchd,1,279.0,0,324440
523,75,RL,5817,Reg,NWAmes,1Fam,1.5Fin,8,2,1996,2010,Gable,BrkFace,200.0,1206.0,Ex,3,0,1,1615,1,Attchd,2,391.0,0,283603
524,190,RL,10778,IR1,Somerst,1Fam,1Story,3,8,1905,1927,Hip,VinylSd,300.0,627.0,Ex,2,1,0,1579,1,BuiltIn,0,0.0,0,186395
525,30,RL,5532,Reg,Sawyer,1Fam,1Story,10,1,1990,1998,Gable,BrkFace,100.0,654.0,Ex,3,1,5,2466,0,Detchd,3,455.0,0,329387
526,60,RL,3286,IR1,Edwards,1Fam,2Story,1,6,1922,1950,Gable,MetalSd,0.0,1085.0,Ex,1,0,5,1180,0,Attchd,0,0.0,0,147500
527,70,RL,3591,IR1,Somerst,Twnhs,1.5Fin,9,1,1958,1962,Gable,MetalSd,100.0,913.0,Ex,2,0,4,2313,1,Attchd,3,691.0,0,323526
528,120,RM,8300,Reg,NridgHt,1Fam,1Story,6,9,1990,1997,Gable,VinylSd,0.0,1281.0,Ex,3,1,3,1832,0,Attchd,3,667.0,0,259194
529,70,RL,9226,Reg,NridgHt,Duplex,1Story,9,9,1997,2010,Gable,HdBoard,100.0,688.0,Ex,0,1,0,2078,0,None,2,422.0,0,312450
530,40,RL,5155,Reg,NridgHt,1Fam,1Story,7,6,1945,1958,Gable,VinylSd,100.0,1188.0,Ex,2,0,3,2066,1,None,1,208.0,0,281109
531,160,RL,11151,Reg,Sawyer,1Fam,1.5Fin,1,6,1937,1943,Gable,Wd Sdng,200.0,366.0,Ex,0,0,5,1497,2,Attchd,1,240.0,0,191970
532,160,RL,3530,Reg,Somerst,1Fam,1Story,1,9,1913,1919,Gable,VinylSd,0.0,844.0,Ex,1,1,5,2478,0,Attchd,1,218.0,0,184320
533,80,RL,7839,IR1,NAmes,1Fam,2Story,6,5,1999,2007,Gable,MetalSd,0.0,701.0,Gd,3,0,2,1532,0,Attchd,1,232.0,0,235111
534,30,RL,4422,Reg,NWAmes,1Fam,2.5Unf,5,9,1971,1973,Gable,BrkFace,0.0,748.0,Gd,0,1,2,2043,1,Attchd,2,457.0,0,261525
535,90,FV,5849,Reg,NWAmes,1Fam,1Story,9,5,1961,1974,Gable,HdBoard,0.0,861.0,Gd,1,0,2,2621,0,Attchd,3,794.0,0,356612
536,190,RL,8297,Reg,NridgHt,1Fam,1Story,2,4,1934,1950,Gable,VinylSd,500.0,1415.0,Ex,3,1,2,2734,1,Detchd,1,247.0,0,262771
537,40,FV,5270,Reg,Gilbert,1Fam,2Story,8,2,1918,1935,Gable,Wd Sdng,0.0,565.0,Ex,1,1,1,1668,0,Attchd,3,683.0,0,247263
538,180,RL,6685,Reg,Somerst,1Fam,1.5Fin,5,2,1929,1940,Gable,Wd Sdng,,374.0,Ex,0,2,2,2077,0,Detchd,2,561.0,0,215658
539,90,RL,13401,Reg,Somerst,1Fam,2Story,2,1,1977,1998,Gable,VinylSd,300.0,592.0,TA,1,0,1,1623,1,Attchd,0,0.0,0,181364
540,30,RL,6072,IR1,OldTown,1Fam,1Story,10,3,1983,1996,Gable,MetalSd,0.0,1351.0,Ex,2,1,1,3831,2,Detchd,2,544.0,0,449756
541,90,RM,12306,Reg,SawyerW,1Fam,1.5Fin,6,1,1924,1949,Gable,VinylSd,200.0,464.0,Ex,3,0,4,2284,1,Detchd,1,244.0,0,260651
542,80,RL,4606,IR1,NAmes,1Fam,2Story,10,6,1939,1964,Gable,MetalSd,0.0,714.0,Ex,1,0,1,1854,1,Attchd,0,0.0,0,272178
543,45,RL,10560,Reg,Gilbert,1Fam,1.5Fin,8,7,1987,2010,Gable,HdBoard,0.0,1256.0,Fa,0,0,1,1985,1,Detchd,2,544.0,0,313607
544,30,RL,16660,IR3,Sawyer,1Fam,1Story,4,9,1913,1925,Gambrel,VinylSd,300.0,877.0,TA,3,0,2,2042,1,Attchd,2,450.0,0,205972
545,40,RM,2354,IR1,CollgCr,1Fam,1Story,2,7,1925,1938,Gable,VinylSd,0.0,1410.0,Ex,2,1,1,2061,1,Attchd,3,653.0,0,215786
546,150,C (all),5440,Reg,Sawyer,1Fam,1Story,5,4,2001,2009,Gable,VinylSd,0.0,397.0,Ex,3,0,3,1682,1,Attchd,2,462.0,0,250247
547,45,RL,10813,Reg,Sawyer,1Fam,1Story,2,4,1986,2004,Gable,BrkFace,0.0,789.0,TA,2,1,2,1606,0,Attchd,0,0.0,0,177552
548,180,RL,7320,Reg,SawyerW,1Fam,2Story,2,8,1921,1946,Gable,HdBoard,0.0,1532.0,Ex,3,1,0,1727,0,Attchd,2,458.0,0,206042
549,190,RM,9755,IR1,Sawyer,1Fam,2Story,6,4,1947,1948,Gable,VinylSd,300.0,572.0,Gd,1,1,2,1284,2,Detchd,1,196.0,0,202884
550,160,C (all),5990,Reg,SawyerW,1Fam,2.5Unf,10,1,1982,1992,Gable,MetalSd,200.0,1358.0,Gd,1,0,1,2242,2,Attchd,3,812.0,0,356458
551,85,RL,8461,IR1,OldTown,1Fam,2Story,9,9,2009,2010,Gable,VinylSd,0.0,817.0,Ex,0,0,3,1421,0,Attchd,0,0.0,0,249926
552,150,FV,7496,Reg,SawyerW,Duplex,1.5Fin,4,3,1950,1951,Gable,Wd Sdng,,1068.0,Ex,2,1,2,1315,0,Detchd,0,0.0,0,182590
553,60,RL,14528,Reg,Sawyer,1Fam,2Story,6,1,1902,1920,Gable,MetalSd,200.0,1489.0,Ex,0,0,3,1800,3,Detchd,2,366.0,0,274753
554,50,RL,9202,Reg,Edwards,1Fam,1Story,7,9,1941,1947,Hip,BrkFace,300.0,1066.0,TA,1,0,0,1738,1,Attchd,1,230.0,0,249003
555,40,RL,9593,Reg,OldTown,1Fam,1.5Fin,6,5,1918,1935,Gable,VinylSd,0.0,708.0,Gd,2,0,5,1948,1,Attchd,3,682.0,0,229626
556,190,RL,6594,Reg,NWAmes,1Fam,2Story,8,9,1972,1984,Gable,Wd Sdng,300.0,1124.0,TA,0,0,0,1524,0,Attchd,0,0.0,0,252535
557,85,RL,6349,Reg,Sawyer,1Fam,1.5Fin,4,3,1927,1931,Gable,HdBoard,0.0,689.0,Gd,0,1,5,1607,1,Attchd,3,536.0,0,212155
558,75,RL,6527,IR1,SawyerW,1Fam,1Story,1,6,1983,2000,Hip,BrkFace,100.0,1001.0,Fa,0,0,4,2225,0,BuiltIn,2,311.0,0,220927
559,75,RL,9869,IR1,CollgCr,1Fam,1Story,7,7,1944,1966,Gable,MetalSd,500.0,544.0,TA,0,0,5,2184,0,Attchd,1,245.0,0,270567
560,70,RL,6564,Reg,Sawyer,1Fam,1Story,3,5,1970,1995,Gable,HdBoard,0.0,908.0,Ex,0,0,4,2157,0,Attchd,2,558.0,0,249318
561,40,RL,9366,Reg,OldTown,1Fam,1Story,6,8,1977,2000,Hip,VinylSd,0.0,1444.0,Ex,2,0,2,1826,2,None,3,536.0,0,306482
562,160,RL,22872,Reg,SawyerW,1Fam,1Story,2,6,1962,1985,Hip,MetalSd,0.0,796.0,Gd,0,0,4,1902,1,Detchd,2,567.0,0,215216
563,180,FV,12526,IR1,Gilbert,1Fam,1Story,9,6,1972,2000,Gable,BrkFace,0.0,1390.0,Gd,2,0,3,1937,1,Attchd,3,694.0,0,317166
564,190,RL,6884,Reg,Somerst,1Fam,1Story,1,7,1918,1933,Gable,BrkFace,0.0,3094.0,Ex,0,0,4,1485,0,Detchd,0,0.0,0,209037
565,20,RL,14773,Reg,Sawyer,1Fam,2Story,6,8,1946,1960,Gable,HdBoard,100.0,887.0,TA,1,1,3,2813,2,Detchd,0,0.0,0,309315
566,50,RL,6607,Reg,NWAmes,1Fam,1.5Fin,6,2,1913,1920,Gable,MetalSd,0.0,1147.0,Ex,1,0,5,2695,1,Attchd,2,329.0,0,287467
567,20,C (all),2924,Reg,NridgHt,1Fam,1.5Fin,5,7,1937,1962,Gable,BrkFace,0.0,1086.0,Ex,0,0,5,2294,1,BuiltIn,0,0.0,0,266008
568,60,RL,4894,IR3,Gilbert,1Fam,1Story,5,9,1952,1966,Gable,VinylSd,0.0,982.0,Gd,3,0,5,1591,2,Attchd,3,566.0,0,244412
569,90,RL,3179,IR1,Gilbert,1Fam,1Story,1,1,1960,1984,Gable,VinylSd,0.0,1230.0,Ex,1,0,4,2125,0,Detchd,0,0.0,0,213769
570,70,C (all),6797,Reg,NAmes,1Fam,1Story,10,1,1935,1935,Gable,HdBoard,0.0,813.0,Ex,2,1,5,2424,1,None,1,259.0,0,345443
571,180,RL,8178,IR1,Somerst,1Fam,1Story,5,7,1939,1966,Gable,VinylSd,100.0,688.0,Fa,0,0,4,1252,2,Attchd,1,144.0,0,236136
572,180,RL,18736,IR2,Sawyer,1Fam,1Story,2,5,1980,1996,Gable,BrkFace,0.0,487.0,Gd,2,0,4,3005,1,Detchd,2,318.0,0,264103
573,120,RL,9542,Reg,Gilbert,TwnhsE,SFoyer,7,1,1929,1958,Gable,MetalSd,500.0,782.0,Fa,3,0,1,1072,1,Detchd,2,438.0,0,234961
574,50,RL,7262,IR1,NAmes,1Fam,2Story,3,1,1908,1922,Gable,MetalSd,0.0,1287.0,Gd,0,2,1,2233,0,Detchd,2,463.0,0,241717
575,45,RL,12267,Reg,Somerst,1Fam,1Story,4,2,1963,1976,Gable,HdBoard,400.0,616.0,Gd,1,0,4,2796,1,Detchd,2,478.0,0,294404
576,30,FV,2682,IR1,Somerst,1Fam,1.5Fin,3,9,1932,1945,Gable,HdBoard,0.0,0.0,Gd,2,1,3,1747,1,Attchd,3,623.0,0,197971
577,50,RL,9116,Reg,OldTown,1Fam,1Story,3,3,1951,1960,Mansard,MetalSd,200.0,854.0,Ex,1,0,2,1728,0,Detchd,3,963.0,0,237476
578,80,C (all),11913,IR3,Sawyer,1Fam,1.5Fin,4,9,1988,1989,Hip,VinylSd,100.0,700.0,Gd,1,1,0,2209,1,Detchd,1,210.0,0,226183
579,45,RL,3868,Reg,NWAmes,1Fam,1Story,5,6,1913,1939,Gable,HdBoard,200.0,427.0,Ex,0,1,1,3151,0,Detchd,3,632.0,0,289727
580,160,RL,14355,IR1,Gilbert,1Fam,2Story,1,6,1974,1979,Gable,VinylSd,100.0,1548.0,Po,2,0,4,1661,0,Detchd,0,0.0,0,171452
581,30,RL,9597,Reg,Gilbert,1Fam,1.5Fin,4,7,1952,1981,Gable,VinylSd,400.0,1104.0,Ex,3,0,0,1430,1,Attchd,1,224.0,0,192753
582,150,RL,6583,Reg,CollgCr,Twnhs,1Story,8,8,1998,2010,Gable,Wd Sdng,100.0,2607.0,Ex,1,0,1,1592,1,Attchd,2,489.0,0,301162
583,180,RL,11118,IR3,SawyerW,1Fam,1Story,10,3,2004,2008,Gable,VinylSd,200.0,1382.0,Gd,0,0,2,1134,0,Detchd,2,536.0,0,278659
584,60,RM,25218,IR1,CollgCr,1Fam,2Story,7,8,1958,1962,Gable,BrkFace,300.0,1534.0,Gd,0,0,3,2366,0,CarPort,3,481.0,0,303507
585,75,RL,8874,Reg,Gilbert,1Fam,1Story,9,6,1977,1991,Gable,Wd Sdng,100.0,445.0,Ex,3,0,4,1549,0,Attchd,1,210.0,0,255584
586,30,RL,9173,Reg,Sawyer,1Fam,1Story,5,6,1993,2007,Gable,BrkFace,0.0,442.0,Ex,0,0,2,1698,0,Attchd,3,713.0,0,237673
587,80,RL,6440,Reg,CollgCr,2fmCon,2Story,10,3,1940,1959,Hip,VinylSd,0.0,913.0,TA,1,0,1,2375,0,Detchd,3,730.0,0,347435
588,70,RL,5297,Reg,NWAmes,1Fam,1Story,4,6,1967,1977,Gable,BrkFace,300.0,567.0,Ex,0,0,4,1614,0,Detchd,3,660.0,0,201004
589,160,C (all),12273,IR1,NWAmes,1Fam,1Story,8,8,1967,1971,Hip,VinylSd,0.0,683.0,Ex,2,0,0,2270,0,Detchd,1,241.0,0,255510
590,150,RL,5281,Reg,Edwards,1Fam,2Story,9,7,1991,2010,Gable,VinylSd,100.0,2466.0,Ex,2,0,5,1324,1,Attchd,2,375.0,0,317741
591,30,RL,8398,Reg,Edwards,1Fam,1Story,7,7,1907,1907,Gable,VinylSd,0.0,1445.0,Ex,1,2,3,2410,2,Detchd,0,0.0,0,287074
592,90,RL,6381,IR1,Edwards,1Fam,1Story,7,3,1901,1911,Gable,MetalSd,0.0,617.0,Ex,2,0,1,2003,1,Detchd,2,519.0,0,254637
593,190,RL,10295,Reg,Somerst,1Fam,2Story,5,3,2004,2010,Gable,VinylSd,100.0,348.0,Fa,3,1,3,1760,1,Detchd,1,166.0,0,217648
594,50,RL,9574,Reg,Sawyer,1Fam,1Story,4,5,2009,2010,Hip,Wd Sdng,0.0,597.0,Ex,0,0,4,1880,0,Detchd,2,353.0,0,243782
595,50,RL,13612,Reg,CollgCr,1Fam,1Story,10,5,1985,2007,Hip,VinylSd,0.0,718.0,Ex,1,0,5,1229,1,Attchd,2,356.0,0,263999
596,70,RM,6279,IR1,Somerst,1Fam,2Story,1,9,1940,1947,Gable,VinylSd,0.0,789.0,Fa,3,0,2,1867,1,None,0,0.0,0,158156
597,150,RM,7080,IR1,CollgCr,2fmCon,1Story,10,9,1954,1955,Gable,Wd Sdng,0.0,538.0,TA,0,0,3,1732,0,Detchd,2,337.0,0,300503
598,180,RL,4967,Reg,Sawyer,1Fam,1Story,10,5,1915,1929,Gable,VinylSd,100.0,1410.0,Ex,3,1,0,1239,0,Attchd,2,413.0,0,271788
599,50,RL,6488,Reg,NAmes,1Fam,2.5Unf,7,5,1992,2010,Gable,HdBoard,0.0,675.0,Ex,1,1,1,1478,0,CarPort,2,476.0,0,245202
600,90,RL,9785,IR1,NridgHt,1Fam,2Story,1,6,1961,1982,Gable,Wd Sdng,100.0,1163.0,TA,1,0,0,1739,1,BuiltIn,3,652.0,0,169481
601,160,RL,11831,IR1,OldTown,TwnhsE,1Story,1,8,1947,1955,Gable,BrkFace,0.0,917.0,Ex,3,2,3,1506,0,Detchd,1,230.0,0,154523
602,60,C (all),5109,Reg,Edwards,1Fam,2Story,5,6,1929,1943,Hip,MetalSd,500.0,1306.0,Gd,0,0,5,876,1,Attchd,1,177.0,0,181285
603,160,RM,12516,Reg,Sawyer,1Fam,1Story,9,6,1911,1918,Gable,BrkFace,0.0,816.0,Gd,2,2,2,2497,0,Attchd,0,0.0,0,307990
604,80,RL,15959,IR3,OldTown,1Fam,1Story,6,9,1934,1963,Gable,Wd Sdng,0.0,620.0,Ex,2,2,2,1732,0,Attchd,3,586.0,0,207150
605,40,RL,9963,Reg,NridgHt,1Fam,1Story,3,1,1910,1925,Hip,BrkFace,0.0,706.0,Gd,3,0,0,913,1,Attchd,3,621.0,0,180108
606,40,RL,20710,Reg,NAmes,1Fam,1Story,3,4,1963,1989,Gable,VinylSd,0.0,710.0,Ex,1,0,4,3430,1,Attchd,2,459.0,0,311213
607,75,RL,5503,Reg,NWAmes,1Fam,1.5Fin,7,2,2009,2010,Gable,HdBoard,0.0,2050.0,Ex,0,0,4,2623,0,Attchd,1,224.0,0,320061
608,85,RL,4348,Reg,Gilbert,2fmCon,1Story,6,9,1949,1963,Gable,BrkFace,200.0,925.0,TA,0,1,5,1628,1,Attchd,0,0.0,0,238192
609,120,FV,3329,Reg,OldTown,1Fam,2.5Unf,9,3,1984,2003,Gable,VinylSd,0.0,899.0,Ex,1,0,2,1404,0,BuiltIn,3,569.0,0,268996
610,60,RL,17120,IR1,NridgHt,1Fam,2Story,6,2,1920,1949,Hip,Wd Sdng,0.0,1277.0,Ex,2,2,0,2040,1,Attchd,2,416.0,0,238836
611,120,RL,11239,Reg,Somerst,1Fam,1Story,5,8,1968,1980,Hip,BrkFace,0.0,0.0,Gd,0,1,0,1921,1,Attchd,0,0.0,0,204388
612,85,RL,7880,Reg,Sawyer,1Fam,1Story,10,4,1947,1955,Gable,Wd Sdng,300.0,1406.0,Gd,3,0,0,2127,1,Attchd,3,494.0,0,334818
613,40,RL,9320,Reg,Sawyer,1Fam,1Story,7,2,1919,1919,Gable,VinylSd,0.0,773.0,Ex,2,0,3,1405,0,Attchd,0,0.0,0,204229
614,30,RL,4615,IR1,NWAmes,TwnhsE,2Story,1,4,2000,2010,Gable,HdBoard,0.0,742.0,Gd,3,1,5,2513,0,BuiltIn,3,706.0,0,253657
615,150,RH,27525,IR1,Gilbert,Twnhs,SFoyer,7,7,1966,1971,Gable,VinylSd,0.0,606.0,Ex,2,0,4,1568,1,Attchd,0,0.0,0,246651
616,30,RM,8643,Reg,Edwards,TwnhsE,2Story,3,7,1943,1950,Hip,BrkFace,100.0,1881.0,Gd,1,1,4,2217,0,Detchd,3,798.0,0,250301
617,30,FV,8558,IR1,CollgCr,1Fam,2Story,9,1,1932,1958,Hip,VinylSd,200.0,873.0,TA,3,0,3,1423,1,Detchd,3,812.0,0,274856
618,180,RL,11647,Reg,OldTown,1Fam,1Story,6,1,1972,1998,Gable,VinylSd,0.0,561.0,TA,3,0,1,4001,1,Attchd,0,0.0,0,343530
619,50,RL,10306,Reg,Somerst,1Fam,1Story,9,3,1960,1979,Gable,VinylSd,0.0,971.0,Gd,1,0,3,2227,0,Attchd,3,822.0,0,303906
